"itnb" "S" "rS" "E" "D" "c" "r" "TPR" "FDR" "nbSNPS" "nbADA" "s" "gamma" "envADA"
2678 200 200 50 "geo" 0.2 18 0 1 1000 18 "0.21_0.12_0.11_0.14_0.2_0.3_0.18_0.2_0.11_0.16_0.1_0.18_0.27_0.26_0.29_0.14_0.11_0.13" "0.48_0.35_0.3_0.3_0.31_0.5_0.24_0.3_0.41_0.4_0.23_0.24_0.38_0.35_0.21_0.15_0.35_0.4" "ALTI.BIO1.BI18.BI12.BI18.BI15.BIO2.BI15.BI15.BIO2.BI15.BI15.BIO4.BI18.BIO2.BI15.BI18.BIO1"
2679 200 200 50 "geo" 0.2 19 0 1 1000 17 "0.18_0.15_0.24_0.23_0.16_0.28_0.25_0.26_0.17_0.12_0.19_0.28_0.25_0.11_0.18_0.2_0.22" "0.1_0.29_0.36_0.36_0.04_0.35_0.4_0.2_0.24_0.37_0.23_0.2_0.23_0.04_0.13_0.14_0.21" "BI18.BIO8.BIO4.BIO1.BIO4.BIO1.BIO2.BI12.BI15.BIO8.BIO1.BIO4.BI15.BI12.BIO8.BI18.BIO4"
2680 200 200 50 "geo" 0.2 20 0 1 1000 17 "0.21_0.23_0.29_0.13_0.15_0.28_0.21_0.28_0.2_0.14_0.27_0.18_0.16_0.25_0.28_0.21_0.27" "0.11_0.3_0.2_0.02_0.17_0.36_0.04_0.16_0.15_0.02_0.12_0.43_0.06_0.17_0.44_0.1_0.38" "BIO1.BIO8.BIO2.BIO8.BI12.BIO4.ALTI.BIO4.ALTI.BI18.ALTI.BIO2.BI12.BI12.BI18.BIO2.BI15"
2681 200 200 50 "ran" 0.2 1 0 1 1000 15 "0.27_0.16_0.3_0.2_0.26_0.2_0.26_0.2_0.24_0.24_0.19_0.28_0.14_0.24_0.13" "0.08_0.29_0.16_0.17_0.33_0.17_0.15_0.34_0.04_0.45_0.17_0.13_0.37_0.2_0.09" "BI18.BIO1.BIO2.BIO1.BI15.BIO2.ALTI.BI15.BIO2.BI18.BIO4.BI15.BIO2.BIO8.BIO8"
2682 200 200 50 "ran" 0.2 2 0.05 0 1000 20 "0.16_0.18_0.13_0.29_0.1_0.14_0.15_0.21_0.13_0.18_0.22_0.19_0.11_0.13_0.21_0.13_0.15_0.21_0.17_0.12" "0.46_0.45_0.18_0.43_0.16_0.48_0.34_0.09_0.08_0.4_0.46_0.3_0.27_0.08_0.44_0.05_0.2_0.23_0.5_0.39" "BIO1.BIO2.BIO2.BIO8.BIO4.BI15.BIO1.ALTI.BI12.BI12.BIO8.BI15.BI18.BI15.BIO8.BIO2.BI12.BIO2.BI15.BI15"
2683 200 200 50 "ran" 0.2 3 0.0666666666666667 0.5 1000 15 "0.19_0.21_0.1_0.27_0.11_0.26_0.3_0.11_0.27_0.16_0.27_0.24_0.26_0.18_0.16" "0.21_0.14_0.38_0.23_0.32_0.19_0.11_0.31_0.39_0.17_0.44_0.19_0.44_0.28_0.26" "BIO8.BIO4.BIO1.BI12.BI18.BIO8.BIO1.BI12.BIO1.BI18.BIO4.BI12.BIO8.BI18.BI12"
2684 200 200 50 "ran" 0.2 4 0.0666666666666667 0.5 1000 15 "0.26_0.24_0.27_0.19_0.22_0.3_0.14_0.27_0.11_0.17_0.15_0.19_0.28_0.14_0.18" "0.21_0.1_0.29_0.14_0.46_0.46_0.35_0.09_0.43_0.03_0.03_0.16_0.09_0.4_0.1" "BIO2.BI15.BI15.BIO8.BIO4.ALTI.BI12.BIO8.BI12.BIO8.BI12.BIO8.BIO4.ALTI.BI15"
2685 200 200 50 "ran" 0.2 5 0.125 0 1000 8 "0.19_0.1_0.1_0.2_0.24_0.22_0.11_0.28" "0.2_0.18_0.37_0.05_0.09_0.12_0.33_0.11" "BIO2.BI15.BIO1.BI18.ALTI.BIO8.BIO1.BIO1"
2686 200 200 50 "ran" 0.2 6 0 1 1000 6 "0.2_0.28_0.26_0.26_0.24_0.14" "0.14_0.47_0.02_0.03_0.21_0.34" "BI12.BIO1.BIO1.BIO8.BI18.BIO2"
2687 200 200 50 "ran" 0.2 7 0 1 1000 14 "0.2_0.2_0.28_0.2_0.27_0.25_0.16_0.17_0.26_0.12_0.29_0.3_0.24_0.13" "0.34_0.38_0.09_0.24_0.35_0.27_0.33_0.35_0.1_0.45_0.18_0.39_0.43_0.12" "BI18.BI15.BIO2.BIO4.BI12.BI18.BIO4.BIO2.BI18.BI18.BI12.BIO2.BI15.BI18"
2688 200 200 50 "ran" 0.2 8 0 1 1000 13 "0.1_0.27_0.3_0.23_0.22_0.18_0.12_0.23_0.24_0.16_0.14_0.28_0.17" "0.46_0.45_0.43_0.39_0.38_0.3_0.08_0.33_0.46_0.34_0.32_0.34_0" "BIO2.BI15.BIO4.ALTI.BI15.BIO8.BIO4.BIO8.BI15.BI12.BIO1.BI15.BIO1"
2689 200 200 50 "ran" 0.2 9 0.0555555555555556 0 1000 18 "0.12_0.3_0.1_0.1_0.11_0.23_0.14_0.1_0.24_0.11_0.27_0.17_0.11_0.26_0.18_0.26_0.15_0.18" "0.23_0.29_0.11_0.37_0.39_0.31_0.16_0.18_0.23_0.07_0.36_0.29_0.02_0.32_0.34_0.4_0.13_0.33" "ALTI.BI15.BIO8.BIO4.BI12.BI18.BIO1.BI18.BIO4.BIO8.BIO8.BIO4.ALTI.BI18.BIO2.BIO8.BIO8.BIO8"
2690 200 200 50 "ran" 0.2 10 0.0526315789473684 0 1000 19 "0.12_0.16_0.11_0.27_0.12_0.12_0.13_0.25_0.22_0.29_0.11_0.18_0.17_0.13_0.11_0.25_0.2_0.19_0.24" "0.04_0.19_0.17_0.43_0.03_0.03_0.45_0.33_0.29_0.2_0.01_0.32_0.42_0.4_0.22_0.07_0.1_0.23_0.45" "BI18.BIO2.ALTI.BIO4.ALTI.BI12.BI15.ALTI.BIO8.BI12.ALTI.BI15.BI12.BIO4.BIO1.BIO8.BIO4.ALTI.BIO4"
2691 200 200 50 "ran" 0.2 11 0 1 1000 11 "0.2_0.26_0.28_0.23_0.15_0.19_0.21_0.24_0.18_0.3_0.29" "0.48_0.39_0.21_0.21_0.33_0.25_0.46_0_0.23_0.15_0.01" "BIO4.BI12.BI12.BIO2.BIO2.BIO8.ALTI.BIO2.BI15.BI12.BI15"
2692 200 200 50 "ran" 0.2 12 0 1 1000 10 "0.1_0.17_0.28_0.14_0.11_0.26_0.11_0.19_0.16_0.2" "0.34_0.2_0.36_0.32_0.01_0.42_0.4_0.19_0.15_0.11" "BI15.ALTI.BIO4.BIO8.BI15.BIO1.BIO8.BI15.BI15.BIO1"
2693 200 200 50 "ran" 0.2 13 0.0625 0 1000 16 "0.2_0.17_0.29_0.25_0.14_0.14_0.17_0.14_0.18_0.12_0.15_0.23_0.24_0.12_0.23_0.23" "0.42_0.44_0.14_0.32_0.22_0.34_0.11_0.08_0.36_0.11_0.48_0.44_0.23_0.13_0.21_0.23" "BI15.BI12.BI15.BIO8.BIO8.BIO8.BIO1.BIO8.ALTI.BIO1.BI18.BIO1.BIO1.BIO2.BIO2.BIO8"
2694 200 200 50 "ran" 0.2 14 0 1 1000 12 "0.24_0.28_0.24_0.18_0.17_0.19_0.21_0.1_0.28_0.2_0.25_0.3" "0.24_0.37_0.05_0.17_0.08_0.2_0.07_0.28_0.3_0.29_0.29_0.13" "BIO4.BIO1.BI18.BIO8.BI18.BI18.BIO8.ALTI.BIO2.ALTI.BI15.BIO1"
2695 200 200 50 "ran" 0.2 15 0.125 0 1000 16 "0.13_0.23_0.12_0.16_0.25_0.23_0.22_0.13_0.24_0.27_0.19_0.2_0.21_0.25_0.3_0.14" "0.11_0.24_0.04_0.37_0.21_0.27_0.26_0.27_0.29_0.48_0.04_0.05_0.07_0.23_0.33_0.03" "BIO4.BIO4.BIO2.ALTI.BIO1.BIO2.BI18.BIO8.BI15.BIO4.BIO8.BIO4.BIO4.ALTI.BIO1.ALTI"
2696 200 200 50 "ran" 0.2 16 0 1 1000 7 "0.2_0.25_0.22_0.2_0.15_0.29_0.26" "0.42_0.1_0.5_0.43_0.5_0.22_0.28" "BIO2.BIO4.BIO1.BIO8.BI15.BIO1.BI18"
2697 200 200 50 "ran" 0.2 17 0.2 0 1000 10 "0.2_0.25_0.15_0.22_0.19_0.24_0.18_0.19_0.13_0.17" "0.18_0.45_0.08_0.35_0.2_0.27_0.49_0.44_0.42_0.06" "BIO4.BI15.BI18.BIO4.BI18.BIO2.BIO8.BIO1.BIO8.BIO4"
2698 200 200 50 "ran" 0.2 18 0.0588235294117647 0 1000 17 "0.21_0.14_0.12_0.1_0.26_0.27_0.2_0.14_0.23_0.19_0.16_0.18_0.13_0.14_0.26_0.3_0.24" "0.13_0.36_0.39_0.43_0.14_0.27_0.28_0.2_0.31_0.5_0.33_0.09_0.12_0.09_0.01_0.04_0.02" "ALTI.BI18.BIO4.BIO2.BI12.BI15.BI12.ALTI.BI12.BI15.BI18.BIO8.BI18.BIO8.BIO1.BI15.BIO4"
2699 200 200 50 "ran" 0.2 19 0.1 0 1000 10 "0.18_0.27_0.18_0.12_0.13_0.29_0.15_0.29_0.14_0.28" "0.06_0.13_0.4_0.09_0.23_0.12_0.18_0.42_0.03_0.4" "BI18.BIO1.BIO2.BIO2.BI12.BIO4.BIO4.BIO8.BI18.BIO2"
2700 200 200 50 "ran" 0.2 20 0.0666666666666667 0 1000 15 "0.28_0.29_0.29_0.11_0.26_0.13_0.21_0.26_0.15_0.24_0.11_0.21_0.24_0.17_0.27" "0.34_0.12_0.06_0.12_0.49_0.01_0.29_0.28_0.33_0.05_0.39_0.42_0.32_0.18_0.3" "BIO8.BI18.BIO2.ALTI.BIO4.BIO1.BIO8.BIO1.BI18.BI15.BI12.BIO2.BIO4.BIO1.ALTI"
2701 400 400 5 "env" 0.2 1 0.157894736842105 0.625 1000 19 "0.19_0.27_0.16_0.21_0.23_0.25_0.24_0.17_0.12_0.23_0.15_0.29_0.17_0.12_0.21_0.11_0.19_0.24_0.28" "0.45_0.43_0.1_0.34_0.26_0.17_0.05_0.38_0.48_0.34_0.23_0.23_0.02_0.44_0.28_0.14_0.3_0.31_0.27" "BI12.ALTI.BI18.BIO1.BI12.BIO4.BIO8.BI12.BI15.BIO4.BIO4.BIO8.BI18.BI15.BI18.BIO2.BI18.BIO2.BI12"
2702 400 400 5 "env" 0.2 2 0 1 1000 11 "0.27_0.1_0.3_0.12_0.25_0.12_0.16_0.3_0.22_0.25_0.21" "0.33_0.42_0.27_0.08_0.5_0.06_0.2_0.5_0.46_0.02_0.31" "BI18.BIO2.BI15.BIO8.BIO1.ALTI.BIO2.BI18.BIO8.BIO1.BIO2"
2703 400 400 5 "env" 0.2 3 0.333333333333333 0.5 1000 15 "0.23_0.29_0.17_0.29_0.18_0.12_0.17_0.16_0.15_0.1_0.28_0.28_0.13_0.15_0.23" "0.41_0.08_0.24_0.3_0.23_0.46_0.46_0.33_0.14_0_0.27_0.15_0.29_0.4_0.42" "BIO8.BIO4.BI15.BI12.BI15.BI18.ALTI.BIO2.BI15.BI12.BIO4.ALTI.ALTI.BIO1.BIO2"
2704 400 400 5 "env" 0.2 4 0.1 0.333333333333333 1000 20 "0.3_0.12_0.1_0.29_0.27_0.19_0.13_0.16_0.14_0.16_0.14_0.24_0.3_0.29_0.14_0.25_0.28_0.27_0.27_0.1" "0.11_0.03_0.18_0.41_0.41_0.11_0.2_0.2_0.21_0.13_0.5_0.48_0.16_0.5_0.28_0.17_0.19_0.11_0.19_0.31" "BIO4.BIO4.BI12.BIO4.BIO1.BIO8.BIO8.BI18.BI15.BI15.BI18.BIO8.BIO8.ALTI.BIO2.BI18.BIO2.BIO8.BIO8.BI15"
2705 400 400 5 "env" 0.2 5 0 1 1000 20 "0.18_0.11_0.27_0.28_0.24_0.15_0.11_0.21_0.2_0.27_0.29_0.27_0.26_0.17_0.3_0.27_0.21_0.18_0.1_0.25" "0.14_0.15_0.22_0.12_0.38_0.5_0.31_0.23_0.24_0.45_0.46_0.31_0.5_0.14_0.29_0.18_0.18_0.03_0.21_0.1" "BI18.BI12.BIO8.BIO4.BIO4.ALTI.BIO8.BIO4.BIO8.BIO2.BI15.BIO8.BIO4.BIO4.BIO4.BIO8.BIO2.BIO2.BI18.ALTI"
2706 400 400 5 "env" 0.2 6 0.117647058823529 0.6 1000 17 "0.23_0.13_0.2_0.19_0.24_0.3_0.19_0.22_0.24_0.21_0.27_0.24_0.15_0.13_0.17_0.12_0.13" "0.22_0.47_0.01_0.27_0.21_0.48_0.21_0.17_0.31_0.5_0.12_0.08_0.16_0.1_0.26_0.5_0.22" "BIO2.BI18.BI15.BI15.BIO2.BIO1.BIO4.BIO8.BI18.BI18.BI12.BIO1.BI12.BIO4.BIO2.BIO8.BI18"
2707 400 400 5 "env" 0.2 7 0.222222222222222 0 1000 9 "0.17_0.1_0.21_0.11_0.3_0.27_0.2_0.19_0.2" "0.05_0_0.48_0.01_0.45_0.15_0.05_0.2_0.31" "BIO1.BIO2.BIO4.BI12.BIO4.BI18.ALTI.BIO4.BIO4"
2708 400 400 5 "env" 0.2 8 0.133333333333333 0.8 1000 15 "0.28_0.21_0.15_0.22_0.3_0.25_0.2_0.28_0.24_0.22_0.13_0.13_0.13_0.3_0.16" "0.46_0.02_0.42_0.23_0.01_0.1_0.43_0.05_0.18_0.14_0.21_0.08_0.12_0.06_0.03" "BIO4.BI12.ALTI.BIO4.BI12.BIO2.BIO1.BIO4.BIO8.BIO4.BIO8.BI12.BIO8.ALTI.BIO8"
2709 400 400 5 "env" 0.2 9 0.125 0.75 1000 16 "0.29_0.15_0.23_0.27_0.13_0.24_0.11_0.2_0.28_0.22_0.21_0.21_0.25_0.26_0.17_0.12" "0.09_0.2_0.02_0.05_0.42_0.19_0.15_0.1_0.2_0.09_0.43_0.3_0.18_0.27_0.07_0.16" "ALTI.BIO4.BIO8.BIO8.BI12.BIO1.ALTI.BI12.BI18.BIO2.BI12.BI12.BIO4.BIO1.BIO4.BIO1"
2710 400 400 5 "env" 0.2 10 0.0526315789473684 0.75 1000 19 "0.23_0.1_0.23_0.2_0.25_0.29_0.22_0.23_0.2_0.22_0.16_0.29_0.12_0.3_0.21_0.21_0.26_0.22_0.25" "0.36_0.13_0.28_0.44_0.04_0.27_0.49_0.26_0.2_0.32_0.17_0.35_0.38_0.28_0.35_0.24_0.02_0.01_0.25" "BI15.BI15.BI18.BI18.BIO8.BI12.BI15.BIO1.ALTI.BIO4.BI12.BI12.BI18.BI18.ALTI.ALTI.BIO8.BI18.BIO1"
2711 400 400 5 "env" 0.2 11 0 1 1000 8 "0.26_0.29_0.19_0.24_0.2_0.17_0.24_0.23" "0.19_0.44_0.06_0.15_0_0.06_0.28_0.04" "BIO2.BI15.BIO1.BIO1.BI18.BI18.ALTI.BIO1"
2712 400 400 5 "env" 0.2 12 0.105263157894737 0.5 1000 19 "0.3_0.11_0.14_0.29_0.11_0.16_0.13_0.2_0.24_0.17_0.14_0.2_0.27_0.15_0.17_0.27_0.12_0.16_0.16" "0.06_0.15_0.14_0.46_0.3_0.4_0.4_0.13_0.42_0.42_0.44_0.33_0.37_0.1_0.4_0.49_0.37_0.32_0.35" "BI18.BIO4.BIO1.ALTI.ALTI.BI12.BI18.BI15.BIO1.BIO4.ALTI.BIO2.BI15.BIO1.BIO1.BIO1.BIO8.BIO8.BIO8"
2713 400 400 5 "env" 0.2 13 0.25 0.5 1000 20 "0.1_0.29_0.24_0.22_0.25_0.28_0.14_0.21_0.23_0.1_0.12_0.18_0.19_0.16_0.25_0.26_0.15_0.15_0.22_0.2" "0.34_0.04_0.35_0.46_0.11_0.5_0.25_0.32_0.06_0.26_0.2_0.07_0.31_0.07_0.3_0.1_0.11_0.16_0.12_0.01" "BI12.BIO2.BIO8.BI12.BIO1.BI15.BIO8.BI12.BI15.ALTI.BIO4.BIO1.BIO1.BIO2.BIO2.ALTI.BIO2.BI15.BIO2.BI18"
2714 400 400 5 "env" 0.2 14 0.416666666666667 0.375 1000 12 "0.3_0.12_0.18_0.27_0.15_0.28_0.16_0.11_0.25_0.11_0.24_0.24" "0.12_0.34_0.41_0.1_0.38_0.49_0.08_0.09_0.34_0.06_0.02_0.01" "BI18.BI15.ALTI.BIO8.BI12.BI15.BIO1.ALTI.BI18.BIO8.BI15.BI18"
2715 400 400 5 "env" 0.2 15 0.222222222222222 0.666666666666667 1000 9 "0.2_0.15_0.23_0.18_0.19_0.14_0.12_0.26_0.19" "0.27_0.3_0.44_0.25_0_0.33_0.12_0.35_0.21" "BIO8.BI18.ALTI.ALTI.BI18.BIO2.BIO1.ALTI.BIO4"
2716 400 400 5 "env" 0.2 16 0.0833333333333333 0.666666666666667 1000 12 "0.15_0.18_0.1_0.24_0.2_0.14_0.24_0.28_0.29_0.23_0.23_0.22" "0_0.25_0.29_0.08_0.26_0.02_0.26_0.36_0.43_0.06_0.14_0.12" "BIO4.BI12.ALTI.BIO2.BIO4.BI15.BIO4.BIO4.BI12.BIO4.BIO2.BI15"
2717 400 400 5 "env" 0.2 17 0.142857142857143 0 1000 7 "0.29_0.29_0.17_0.19_0.15_0.17_0.12" "0.32_0.33_0.28_0.06_0.15_0.04_0.35" "BI12.BIO8.BIO4.BI15.BIO2.BIO8.BIO2"
2718 400 400 5 "env" 0.2 18 0.0769230769230769 0.8 1000 13 "0.15_0.17_0.26_0.1_0.23_0.13_0.18_0.25_0.23_0.25_0.14_0.17_0.14" "0.32_0.36_0.48_0.46_0.43_0.39_0.47_0.38_0.11_0.05_0.2_0.27_0.23" "BIO8.BIO2.BI18.BIO4.BI18.BIO1.BI12.BIO4.BI15.BI12.BI15.BI12.BIO1"
2719 400 400 5 "env" 0.2 19 0.111111111111111 0.5 1000 9 "0.21_0.23_0.21_0.2_0.2_0.28_0.16_0.3_0.23" "0.3_0.45_0.37_0.05_0.31_0.41_0.08_0.08_0.04" "BI15.ALTI.BI15.BIO8.BIO1.BIO1.BI12.BI15.ALTI"
2720 400 400 5 "env" 0.2 20 0 1 1000 7 "0.15_0.22_0.3_0.16_0.3_0.23_0.2" "0.35_0.31_0.48_0.2_0.23_0.31_0.25" "ALTI.BI15.BI18.BIO1.BI12.BI12.BIO8"
2721 400 400 5 "geo" 0.2 1 0.166666666666667 0.995508982035928 1000 18 "0.23_0.2_0.23_0.21_0.2_0.12_0.13_0.21_0.13_0.14_0.17_0.12_0.13_0.29_0.13_0.28_0.21_0.3" "0.09_0.4_0.37_0.4_0.14_0.11_0.2_0.4_0.43_0.15_0.35_0.17_0.38_0.29_0.15_0.23_0.44_0.43" "BIO1.ALTI.BIO4.BIO4.BIO4.BIO4.BI15.BIO4.BIO2.BI15.ALTI.BIO8.BIO8.BI15.ALTI.BI18.ALTI.ALTI"
2722 400 400 5 "geo" 0.2 2 0 1 1000 7 "0.21_0.16_0.15_0.19_0.26_0.29_0.11" "0.44_0.07_0.19_0.23_0.47_0.05_0.24" "BI18.ALTI.BIO4.BIO2.BIO1.BIO2.BI12"
2723 400 400 5 "geo" 0.2 3 0.133333333333333 0.996805111821086 1000 15 "0.17_0.24_0.16_0.21_0.2_0.28_0.16_0.21_0.11_0.15_0.19_0.17_0.16_0.17_0.28" "0.39_0.25_0.41_0.05_0.21_0.25_0.47_0.25_0.43_0.25_0.14_0.1_0.29_0.19_0.26" "BI15.BI12.BIO8.BI15.BIO2.BI18.BIO2.BIO8.BI15.ALTI.BIO2.BIO1.BIO2.BI18.BIO2"
2724 400 400 5 "geo" 0.2 4 0.25 0.996918335901387 1000 8 "0.18_0.14_0.2_0.2_0.3_0.17_0.15_0.1" "0.28_0.08_0.31_0.35_0.2_0.21_0.38_0.43" "BI12.BIO2.BIO8.BIO2.BIO8.ALTI.BI18.BIO2"
2725 400 400 5 "geo" 0.2 5 0.230769230769231 0.99584487534626 1000 13 "0.25_0.12_0.16_0.25_0.13_0.11_0.22_0.15_0.23_0.15_0.18_0.14_0.15" "0.12_0.28_0.47_0.43_0.18_0.18_0.32_0.15_0.3_0.2_0.35_0.22_0.42" "BIO4.BIO1.BI15.BIO1.BIO1.BI15.BIO4.BI15.BIO8.BIO8.BIO2.BI18.BI12"
2726 400 400 5 "geo" 0.2 6 0 1 1000 6 "0.23_0.22_0.16_0.17_0.3_0.15" "0.48_0.18_0.27_0.07_0.07_0.48" "BIO2.BIO2.BI18.BI18.BIO4.BIO8"
2727 400 400 5 "geo" 0.2 7 0.2 0.998509687034277 1000 5 "0.15_0.3_0.19_0.24_0.24" "0.28_0.03_0.02_0.07_0.34" "BI12.BIO2.BIO4.BI15.BIO2"
2728 400 400 5 "geo" 0.2 8 0.333333333333333 0.996927803379416 1000 6 "0.11_0.2_0.24_0.25_0.26_0.26" "0.47_0.5_0.05_0.12_0.43_0.18" "BIO2.BIO8.BI15.BI18.BIO4.BIO8"
2729 400 400 5 "geo" 0.2 9 0.4 0.996983408748115 1000 5 "0.25_0.1_0.25_0.14_0.3" "0.35_0.29_0.28_0.06_0.05" "BIO2.BIO8.BIO1.ALTI.BI12"
2730 400 400 5 "geo" 0.2 10 0.2 0.998527245949926 1000 5 "0.21_0.14_0.29_0.2_0.29" "0.42_0.28_0.13_0.48_0.14" "BI12.BIO2.BIO8.BIO8.BIO8"
2731 400 400 5 "geo" 0.2 11 0.125 0.998487140695915 1000 8 "0.23_0.29_0.11_0.26_0.27_0.1_0.21_0.26" "0.15_0.16_0.1_0.16_0.42_0_0.27_0.47" "BI18.BI15.BIO4.BI18.BIO2.BIO2.BIO1.BIO8"
2732 400 400 5 "geo" 0.2 12 0.222222222222222 0.996974281391831 1000 9 "0.12_0.17_0.16_0.21_0.24_0.22_0.22_0.28_0.1" "0.41_0.12_0.49_0.21_0.24_0.2_0.21_0.46_0.42" "BIO2.BI18.BIO1.BI15.BI12.BI12.BIO8.BI18.BIO2"
2733 400 400 5 "geo" 0.2 13 0.111111111111111 0.997001499250375 1000 18 "0.2_0.25_0.22_0.16_0.3_0.26_0.26_0.11_0.23_0.12_0.2_0.1_0.2_0.13_0.21_0.3_0.22_0.13" "0.44_0.09_0.39_0.27_0.47_0.08_0.05_0.44_0.07_0.21_0.01_0.5_0.13_0.33_0.19_0.4_0.05_0.42" "BI15.BI18.BIO2.BIO2.BIO1.BIO4.BIO8.ALTI.ALTI.BIO8.BIO1.BIO2.BIO8.BI18.BI12.BI15.BIO4.ALTI"
2734 400 400 5 "geo" 0.2 14 0.111111111111111 0.998540145985401 1000 9 "0.22_0.27_0.24_0.25_0.18_0.14_0.26_0.1_0.19" "0.31_0.13_0.04_0.37_0.5_0.33_0.09_0.38_0.01" "BI18.BIO8.BI18.BIO1.BIO4.BIO4.BIO1.BIO4.BI18"
2735 400 400 5 "geo" 0.2 15 0 1 1000 10 "0.23_0.2_0.27_0.15_0.19_0.18_0.13_0.21_0.18_0.22" "0.15_0.01_0.27_0.37_0.06_0.18_0.19_0.15_0.29_0.01" "BIO2.BIO8.BI12.BI18.BIO1.ALTI.BIO1.BIO4.BIO1.ALTI"
2736 400 400 5 "geo" 0.2 16 0.3 0.990922844175492 1000 20 "0.13_0.1_0.1_0.22_0.26_0.27_0.2_0.13_0.18_0.24_0.2_0.11_0.25_0.12_0.2_0.15_0.22_0.16_0.19_0.21" "0.16_0.01_0.25_0.41_0.17_0.45_0.46_0.22_0.27_0.25_0.41_0.04_0.44_0.1_0.24_0.11_0.14_0.39_0.27_0.17" "BI15.ALTI.BI15.BI12.BIO8.BIO8.BI12.BIO2.BIO1.BIO8.BIO1.BIO8.BI12.BIO2.BIO1.BIO4.BI18.BIO8.BI18.BIO1"
2737 400 400 5 "geo" 0.2 17 0 1 1000 20 "0.11_0.25_0.13_0.14_0.3_0.16_0.22_0.14_0.26_0.1_0.3_0.14_0.14_0.23_0.25_0.12_0.22_0.16_0.22_0.19" "0.39_0.38_0.1_0.15_0.26_0.4_0.46_0.48_0.5_0.43_0.03_0.23_0.5_0.05_0.19_0.31_0.31_0.36_0.32_0.08" "BIO8.BIO1.BI12.ALTI.BIO4.ALTI.BIO2.BI18.BI12.ALTI.BIO4.BI15.BIO4.BI15.BI12.BI12.BIO4.BI15.BI18.BI18"
2738 400 400 5 "geo" 0.2 18 0.294117647058824 0.992548435171386 1000 17 "0.23_0.15_0.17_0.18_0.25_0.13_0.16_0.3_0.13_0.11_0.29_0.16_0.29_0.22_0.15_0.2_0.1" "0.15_0.13_0.26_0.48_0.37_0.49_0.28_0.29_0.08_0.22_0.04_0.11_0.39_0.15_0.29_0.04_0.4" "BI15.BIO1.ALTI.BIO1.BIO2.BIO8.BIO2.BI15.BIO8.BIO8.BIO4.BIO8.BI12.BIO8.BIO1.BIO2.BIO4"
2739 400 400 5 "geo" 0.2 19 0.428571428571429 0.991228070175439 1000 14 "0.14_0.18_0.19_0.1_0.26_0.2_0.23_0.28_0.18_0.12_0.29_0.15_0.19_0.17" "0.34_0.24_0.29_0.12_0.19_0.09_0.07_0.13_0.07_0.36_0.26_0.22_0.04_0.44" "ALTI.BI18.BIO1.BIO1.BI15.ALTI.BI12.ALTI.ALTI.BI18.BI12.BI12.BIO4.BIO8"
2740 400 400 5 "geo" 0.2 20 0.2 0.997005988023952 1000 10 "0.14_0.28_0.2_0.14_0.2_0.29_0.12_0.2_0.14_0.14" "0.4_0.47_0.25_0.22_0.49_0.43_0.2_0.42_0.18_0.42" "BI12.BIO2.BI18.BI15.BI15.BIO8.BI18.BIO8.BIO4.BIO2"
2741 400 400 5 "ran" 0.2 1 0.157894736842105 0.8 1000 19 "0.25_0.11_0.19_0.29_0.24_0.23_0.2_0.19_0.23_0.24_0.24_0.26_0.13_0.21_0.25_0.17_0.21_0.16_0.11" "0.43_0.28_0.25_0.5_0.27_0.43_0.34_0.1_0.12_0.44_0.35_0.18_0.45_0.17_0.43_0.42_0.04_0.24_0.02" "BIO2.BIO8.ALTI.BIO4.BIO2.ALTI.BIO4.ALTI.BIO4.BIO1.BI15.BIO1.BI12.ALTI.BIO2.BI12.BIO1.BI18.BI12"
2742 400 400 5 "ran" 0.2 2 0.166666666666667 0.5 1000 12 "0.13_0.25_0.15_0.11_0.15_0.12_0.13_0.13_0.14_0.19_0.13_0.18" "0.18_0.11_0.42_0.34_0.33_0.3_0.22_0.05_0.02_0.22_0.4_0.07" "BIO4.BI15.BIO8.ALTI.BI18.BIO2.BI18.ALTI.ALTI.BI12.BIO1.BIO8"
2743 400 400 5 "ran" 0.2 3 0 1 1000 12 "0.13_0.29_0.17_0.26_0.29_0.1_0.25_0.21_0.22_0.27_0.11_0.29" "0.41_0.35_0.13_0.05_0.22_0.05_0.06_0.36_0.34_0_0.2_0.2" "BI15.BIO1.BI12.BI12.BIO1.ALTI.BI18.BI15.BI12.BIO8.BI15.BIO1"
2744 400 400 5 "ran" 0.2 4 0.214285714285714 0.571428571428571 1000 14 "0.15_0.11_0.12_0.16_0.1_0.2_0.19_0.19_0.16_0.16_0.23_0.27_0.12_0.23" "0.43_0.27_0.2_0.17_0.41_0.37_0.22_0.24_0.23_0.35_0.21_0.25_0.25_0.26" "BI18.BI18.BI15.BIO4.BI15.BIO1.BI15.ALTI.BI18.BIO4.BI18.ALTI.ALTI.BIO8"
2745 400 400 5 "ran" 0.2 5 0 1 1000 6 "0.21_0.1_0.22_0.28_0.13_0.11" "0.17_0.02_0.14_0.3_0.48_0.27" "BI18.BI12.BI15.BI15.ALTI.BIO8"
2746 400 400 5 "ran" 0.2 6 0.0909090909090909 0.666666666666667 1000 11 "0.27_0.19_0.28_0.1_0.25_0.12_0.18_0.11_0.27_0.13_0.12" "0.44_0.04_0.11_0.33_0.11_0.4_0.26_0.44_0.3_0.02_0.16" "BI15.BI12.BIO1.BIO2.BI12.ALTI.BI12.BIO4.BI12.BIO1.ALTI"
